도,시군,품목,작기,농가명,조사일자,덩굴구분,개체번호,초장,마디수,평균절간장,줄기굵기,엽장,엽폭,엽수,암꽃수,착과수,crps_year,주차
경기,안성,오이,2,3,2019-02-19,1,1,3422.0,37.0,,8.1,186.0,265.0,26.0,1.0,,2018,1
경기,안성,오이,2,3,2019-02-19,1,2,3134.0,35.0,,7.8,168.0,236.0,24.0,1.0,,2018,1
경기,안성,오이,2,3,2019-02-19,1,3,3321.0,35.0,,8.6,215.0,315.0,23.0,1.0,,2018,1
경기,안성,오이,2,3,2019-02-19,1,4,3158.0,41.0,,11.1,155.0,260.0,28.0,1.0,,2018,1
경기,안성,오이,2,3,2019-02-26,1,1,3725.0,40.0,,8.2,190.0,260.0,27.0,0.0,,2018,2
경기,안성,오이,2,3,2019-02-26,1,2,3349.0,37.0,,7.3,173.0,228.0,26.0,0.0,,2018,2
경기,안성,오이,2,3,2019-02-26,1,3,3618.0,38.0,,8.8,212.0,278.0,26.0,1.0,,2018,2
경기,안성,오이,2,3,2019-02-26,1,4,3500.0,45.0,,12.3,152.0,293.0,31.0,0.0,,2018,2
경기,안성,오이,2,3,2019-03-07,1,1,4135.0,45.0,,8.6,182.0,241.0,30.0,0.0,,2018,3
경기,안성,오이,2,3,2019-03-07,1,2,3734.0,41.0,,7.3,162.0,228.0,27.0,0.0,,2018,3
경기,안성,오이,2,3,2019-03-07,1,3,3947.0,41.0,,8.5,205.0,260.0,26.0,1.0,,2018,3
경기,안성,오이,2,3,2019-03-07,1,4,3938.0,49.0,,11.8,183.0,315.0,35.0,0.0,,2018,3
경기,안성,오이,2,3,2019-03-13,1,1,4433.0,47.0,,7.01,172.0,233.0,32.0,1.0,,2018,4
경기,안성,오이,2,3,2019-03-13,1,2,3967.0,44.0,,6.9,158.0,224.0,27.0,0.0,,2018,4
경기,안성,오이,2,3,2019-03-13,1,3,4161.0,43.0,,7.7,185.0,264.0,27.0,1.0,,2018,4
경기,안성,오이,2,3,2019-03-13,1,4,4243.0,52.0,,9.5,157.0,257.0,35.0,2.0,,2018,4
경기,안성,오이,2,3,2019-03-20,1,1,4775.0,50.0,,8.8,193.0,276.0,35.0,1.0,,2018,5
경기,안성,오이,2,3,2019-03-20,1,2,4270.0,47.0,,7.6,161.0,260.0,30.0,1.0,,2018,5
경기,안성,오이,2,3,2019-03-20,1,3,4390.0,46.0,,6.7,206.0,272.0,27.0,1.0,,2018,5
경기,안성,오이,2,3,2019-03-20,1,4,4445.0,54.0,,9.8,186.0,260.0,35.0,1.0,,2018,5
경기,안성,오이,2,3,2019-03-27,1,1,5128.0,53.0,,9.5,190.0,282.0,37.0,1.0,,2018,6
경기,안성,오이,2,3,2019-03-27,1,2,4578.0,49.0,,7.1,182.0,255.0,32.0,0.0,,2018,6
경기,안성,오이,2,3,2019-03-27,1,3,4589.0,47.0,,7.5,193.0,255.0,25.0,1.0,,2018,6
경기,안성,오이,2,3,2019-03-27,1,4,4706.0,56.0,,9.8,180.0,270.0,33.0,1.0,,2018,6
경기,안성,오이,2,3,2019-04-03,1,1,5497.0,56.0,,9.5,188.0,249.0,38.0,0.0,,2018,7
경기,안성,오이,2,3,2019-04-03,1,2,4915.0,52.0,,8.9,186.0,255.0,33.0,1.0,,2018,7
경기,안성,오이,2,3,2019-04-03,1,3,4863.0,50.0,,8.1,199.0,268.0,25.0,0.0,,2018,7
경기,안성,오이,2,3,2019-04-03,1,4,4947.0,59.0,,8.3,131.0,160.0,33.0,1.0,,2018,7
경기,안성,오이,2,3,2019-04-10,1,1,5863.0,59.0,,9.9,183.0,250.0,31.0,1.0,,2018,8
경기,안성,오이,2,3,2019-04-10,1,2,5263.0,56.0,,7.7,198.0,272.0,34.0,1.0,,2018,8
경기,안성,오이,2,3,2019-04-10,1,3,5139.0,53.0,,7.7,193.0,262.0,26.0,1.0,,2018,8
경기,안성,오이,2,3,2019-04-10,1,4,5252.0,64.0,,8.7,132.0,252.0,35.0,0.0,,2018,8
경기,안성,오이,2,3,2019-04-17,1,1,6262.0,62.0,,9.9,172.0,260.0,32.0,1.0,,2018,9
경기,안성,오이,2,3,2019-04-17,1,2,5667.0,59.0,,9.2,197.0,273.0,33.0,1.0,,2018,9
경기,안성,오이,2,3,2019-04-17,1,3,5335.0,55.0,,8.01,196.0,242.0,23.0,0.0,,2018,9
경기,안성,오이,2,3,2019-04-17,1,4,5570.0,67.0,,10.6,177.0,240.0,33.0,0.0,,2018,9
경기,안성,오이,2,3,2019-04-23,1,1,6574.0,65.0,,9.8,205.0,273.0,30.0,1.0,,2018,10
경기,안성,오이,2,3,2019-04-23,1,2,6032.0,63.0,,9.3,203.0,296.0,30.0,0.0,,2018,10
경기,안성,오이,2,3,2019-04-23,1,3,5656.0,59.0,,9.8,214.0,306.0,23.0,0.0,,2018,10
경기,안성,오이,2,3,2019-04-23,1,4,5662.0,68.0,,10.5,162.0,254.0,32.0,1.0,,2018,10
경기,안성,오이,2,3,2019-04-30,1,1,6950.0,68.0,,9.8,200.0,247.0,22.0,0.0,,2018,11
경기,안성,오이,2,3,2019-04-30,1,2,6480.0,66.0,,8.3,215.0,264.0,25.0,1.0,,2018,11
경기,안성,오이,2,3,2019-04-30,1,3,6054.0,62.0,,8.5,215.0,302.0,18.0,0.0,,2018,11
경기,안성,오이,2,3,2019-04-30,1,4,5671.0,68.0,,10.5,162.0,238.0,28.0,0.0,,2018,11
경기,안성,오이,2,3,2019-05-08,1,1,7277.0,72.0,,8.2,183.0,270.0,25.0,1.0,,2018,12
경기,안성,오이,2,3,2019-05-08,1,2,6749.0,69.0,,8.6,202.0,280.0,25.0,0.0,,2018,12
경기,안성,오이,2,3,2019-05-08,1,3,6518.0,67.0,,9.9,225.0,301.0,17.0,0.0,,2018,12
경기,안성,오이,2,3,2019-05-08,1,4,5675.0,68.0,,10.5,162.0,253.0,17.0,0.0,,2018,12
경기,안성,오이,2,3,2019-05-15,1,1,7332.0,72.0,,8.6,194.0,265.0,25.0,0.0,,2018,13
경기,안성,오이,2,3,2019-05-15,1,2,6843.0,71.0,,8.5,205.0,279.0,21.0,0.0,,2018,13
경기,안성,오이,2,3,2019-05-15,1,3,6933.0,71.0,,9.5,224.0,290.0,19.0,1.0,,2018,13
경기,안성,오이,2,3,2019-05-15,1,4,5675.0,68.0,,10.5,170.0,265.0,17.0,0.0,,2018,13
경기,안성,오이,2,3,2019-05-22,1,1,,,,,,,,,,2018,14
경기,안성,오이,2,3,2019-05-22,1,2,,,,,,,,,,2018,14
경기,안성,오이,2,3,2019-05-22,1,3,7377.0,76.0,,8.01,172.0,230.0,21.0,1.0,,2018,14
경기,안성,오이,2,3,2019-05-22,1,4,,,,,,,,,,2018,14
경기,안성,오이,2,3,2019-05-28,1,1,,,,,,,,,,2018,15
경기,안성,오이,2,3,2019-05-28,1,2,,,,,,,,,,2018,15
경기,안성,오이,2,3,2019-05-28,1,3,7563.0,78.0,,8.01,196.0,227.0,19.0,0.0,,2018,15
경기,안성,오이,2,3,2019-05-28,1,4,,,,,,,,,,2018,15
경기,안성,오이,2,3,2019-06-04,1,1,,,,,,,,,,2018,16
경기,안성,오이,2,3,2019-06-04,1,2,,,,,,,,,,2018,16
경기,안성,오이,2,3,2019-06-04,1,3,7574.0,78.0,,8.01,170.0,237.0,16.0,0.0,,2018,16
경기,안성,오이,2,3,2019-06-04,1,4,,,,,,,,,,2018,16
경기,평택,오이,4,1,2019-02-20,1,1,1649.0,15.0,,5.8,190.0,284.0,15.0,1.0,,2018,1
경기,평택,오이,4,1,2019-02-20,1,2,1776.0,17.0,,6.2,200.0,286.0,16.0,1.0,,2018,1
경기,평택,오이,4,1,2019-02-20,1,3,1706.0,17.0,,7.01,224.0,308.0,16.0,0.0,,2018,1
경기,평택,오이,4,1,2019-02-20,1,4,1881.0,17.0,,7.8,208.0,302.0,17.0,0.0,,2018,1
경기,평택,오이,4,1,2019-02-28,1,1,1992.0,17.0,,6.6,171.0,242.0,17.0,2.0,,2018,2
경기,평택,오이,4,1,2019-02-28,1,2,2263.0,21.0,,7.5,195.0,272.0,18.0,0.0,,2018,2
경기,평택,오이,4,1,2019-02-28,1,3,2171.0,19.0,,6.9,232.0,288.0,18.0,0.0,,2018,2
경기,평택,오이,4,1,2019-02-28,1,4,2143.0,19.0,,8.4,203.0,294.0,18.0,1.0,,2018,2
경기,평택,오이,4,1,2019-03-04,1,1,2158.0,19.0,,6.9,180.0,238.0,18.0,1.0,,2018,3
경기,평택,오이,4,1,2019-03-04,1,2,2460.0,23.0,,6.5,176.0,247.0,21.0,1.0,,2018,3
경기,평택,오이,4,1,2019-03-04,1,3,2384.0,21.0,,7.7,210.0,302.0,20.0,1.0,,2018,3
경기,평택,오이,4,1,2019-03-04,1,4,2352.0,22.0,,7.4,187.0,267.0,20.0,0.0,,2018,3
경기,평택,오이,4,1,2019-03-14,1,1,2690.0,24.0,,5.4,151.0,217.0,22.0,1.0,,2018,4
경기,평택,오이,4,1,2019-03-14,1,2,3040.0,27.0,,6.7,175.0,245.0,24.0,1.0,,2018,4
경기,평택,오이,4,1,2019-03-14,1,3,2910.0,26.0,,7.01,192.0,253.0,24.0,1.0,,2018,4
경기,평택,오이,4,1,2019-03-14,1,4,2920.0,27.0,,6.2,174.0,240.0,26.0,1.0,,2018,4
경기,평택,오이,4,1,2019-03-21,1,1,3050.0,26.0,,6.3,170.0,222.0,23.0,0.0,,2018,5
경기,평택,오이,4,1,2019-03-21,1,2,3440.0,30.0,,6.8,190.0,260.0,23.0,1.0,,2018,5
경기,평택,오이,4,1,2019-03-21,1,3,3330.0,30.0,,7.4,200.0,270.0,23.0,1.0,,2018,5
경기,평택,오이,4,1,2019-03-21,1,4,3280.0,30.0,,6.9,203.0,260.0,23.0,0.0,,2018,5
경기,평택,오이,4,1,2019-03-28,1,1,3300.0,29.0,,5.6,167.0,243.0,26.0,1.0,,2018,6
경기,평택,오이,4,1,2019-03-28,1,2,3810.0,32.0,,7.7,203.0,271.0,24.0,2.0,,2018,6
경기,평택,오이,4,1,2019-03-28,1,3,3660.0,32.0,,7.4,197.0,272.0,25.0,1.0,,2018,6
경기,평택,오이,4,1,2019-03-28,1,4,3560.0,32.0,,6.5,206.0,292.0,24.0,0.0,,2018,6
경기,평택,오이,4,1,2019-04-04,1,1,3830.0,34.0,,7.5,176.0,246.0,16.0,1.0,,2018,7
경기,평택,오이,4,1,2019-04-04,1,2,4160.0,36.0,,6.5,190.0,247.0,12.0,1.0,,2018,7
경기,평택,오이,4,1,2019-04-04,1,3,4050.0,36.0,,7.8,200.0,264.0,14.0,1.0,,2018,7
경기,평택,오이,4,1,2019-04-04,1,4,4010.0,35.0,,7.1,198.0,276.0,14.0,1.0,,2018,7
경기,평택,오이,4,1,2019-04-11,1,1,4260.0,35.0,,8.1,188.0,263.0,18.0,0.0,,2018,8
경기,평택,오이,4,1,2019-04-11,1,2,4540.0,38.0,,6.8,220.0,277.0,14.0,1.0,,2018,8
경기,평택,오이,4,1,2019-04-11,1,3,4430.0,39.0,,7.3,202.0,267.0,17.0,1.0,,2018,8
경기,평택,오이,4,1,2019-04-11,1,4,4400.0,38.0,,7.6,204.0,290.0,17.0,1.0,,2018,8
경기,평택,오이,4,1,2019-04-18,1,1,4580.0,38.0,,6.8,175.0,252.0,21.0,0.0,,2018,9
경기,평택,오이,4,1,2019-04-18,1,2,4910.0,39.0,,7.1,207.0,289.0,16.0,0.0,,2018,9
경기,평택,오이,4,1,2019-04-18,1,3,4820.0,42.0,,7.6,203.0,283.0,20.0,1.0,,2018,9
경기,평택,오이,4,1,2019-04-18,1,4,4810.0,40.0,,7.6,195.0,264.0,19.0,1.0,,2018,9
경기,평택,오이,4,1,2019-04-24,1,1,5030.0,41.0,,8.2,194.0,280.0,24.0,1.0,,2018,10
경기,평택,오이,4,1,2019-04-24,1,2,5340.0,42.0,,8.01,197.0,277.0,19.0,0.0,,2018,10
경기,평택,오이,4,1,2019-04-24,1,3,5310.0,46.0,,7.8,184.0,250.0,24.0,1.0,,2018,10
경기,평택,오이,4,1,2019-04-24,1,4,5310.0,44.0,,8.7,184.0,257.0,21.0,1.0,,2018,10
경기,평택,오이,4,1,2019-05-02,1,1,5490.0,45.0,,7.4,180.0,275.0,25.0,0.0,,2018,11
경기,평택,오이,4,1,2019-05-02,1,2,5830.0,45.0,,7.5,196.0,274.0,21.0,0.0,,2018,11
경기,평택,오이,4,1,2019-05-02,1,3,5890.0,50.0,,8.01,201.0,280.0,24.0,1.0,,2018,11
경기,평택,오이,4,1,2019-05-02,1,4,5900.0,48.0,,8.5,221.0,300.0,19.0,0.0,,2018,11
경기,평택,오이,4,1,2019-05-09,1,1,6020.0,50.0,,8.1,190.0,268.0,22.0,2.0,,2018,12
경기,평택,오이,4,1,2019-05-09,1,2,6360.0,49.0,,8.4,220.0,318.0,18.0,0.0,,2018,12
경기,평택,오이,4,1,2019-05-09,1,3,6370.0,54.0,,8.01,220.0,301.0,21.0,1.0,,2018,12
경기,평택,오이,4,1,2019-05-09,1,4,6430.0,51.0,,8.5,222.0,322.0,17.0,1.0,,2018,12
경기,평택,오이,4,1,2019-05-16,1,1,6279.0,53.0,,7.6,182.0,257.0,16.0,0.0,,2018,13
경기,평택,오이,4,1,2019-05-16,1,2,6941.0,53.0,,8.01,208.0,287.0,19.0,1.0,,2018,13
경기,평택,오이,4,1,2019-05-16,1,3,6887.0,58.0,,8.1,195.0,260.0,21.0,1.0,,2018,13
경기,평택,오이,4,1,2019-05-16,1,4,7085.0,55.0,,8.4,215.0,292.0,17.0,1.0,,2018,13
경기,평택,오이,4,1,2019-05-23,1,1,6472.0,56.0,,7.6,151.0,206.0,11.0,0.0,,2018,14
경기,평택,오이,4,1,2019-05-23,1,2,7440.0,56.0,,7.7,204.0,278.0,20.0,1.0,,2018,14
경기,평택,오이,4,1,2019-05-23,1,3,7360.0,62.0,,7.9,164.0,228.0,18.0,0.0,,2018,14
경기,평택,오이,4,1,2019-05-23,1,4,7973.0,60.0,,8.5,205.0,286.0,14.0,0.0,,2018,14
경기,평택,오이,4,1,2019-05-29,1,1,6555.0,57.0,,6.5,134.0,174.0,12.0,0.0,,2018,15
경기,평택,오이,4,1,2019-05-29,1,2,7613.0,59.0,,7.9,172.0,247.0,16.0,0.0,,2018,15
경기,평택,오이,4,1,2019-05-29,1,3,7557.0,66.0,,7.8,164.0,208.0,20.0,0.0,,2018,15
경기,평택,오이,4,1,2019-05-29,1,4,7711.0,61.0,,9.1,180.0,263.0,15.0,0.0,,2018,15
경기,평택,오이,4,1,2019-06-05,1,1,6565.0,57.0,,6.5,134.0,174.0,11.0,0.0,,2018,16
경기,평택,오이,4,1,2019-06-05,1,2,7693.0,59.0,,8.01,170.0,242.0,16.0,0.0,,2018,16
경기,평택,오이,4,1,2019-06-05,1,3,7637.0,66.0,,7.8,164.0,212.0,13.0,1.0,,2018,16
경기,평택,오이,4,1,2019-06-05,1,4,7731.0,61.0,,9.1,180.0,265.0,12.0,1.0,,2018,16
경기,평택,오이,1,2,2018-02-05,1,1,447.0,8.0,,,138.0,185.0,8.0,1.0,,2018,1
경기,평택,오이,1,2,2018-02-05,1,2,635.0,10.0,,,180.0,245.0,10.0,2.0,,2018,1
경기,평택,오이,1,2,2018-02-05,1,3,372.0,8.0,,,150.0,215.0,8.0,1.0,,2018,1
경기,평택,오이,1,2,2018-02-05,1,4,377.0,6.0,,,130.0,190.0,7.0,,,2018,1
경기,평택,오이,1,2,2018-02-12,1,1,755.0,10.0,,,160.0,220.0,11.0,1.0,,2018,2
경기,평택,오이,1,2,2018-02-12,1,2,1085.0,13.0,,,220.0,280.0,13.0,1.0,,2018,2
경기,평택,오이,1,2,2018-02-12,1,3,660.0,10.0,,,185.0,280.0,10.0,1.0,,2018,2
경기,평택,오이,1,2,2018-02-12,1,4,627.0,9.0,,,165.0,220.0,10.0,2.0,,2018,2
경기,평택,오이,1,2,2018-02-19,1,1,1120.0,12.0,,,187.0,256.0,13.0,2.0,,2018,3
경기,평택,오이,1,2,2018-02-19,1,2,1580.0,15.0,,,240.0,315.0,15.0,1.0,,2018,3
경기,평택,오이,1,2,2018-02-19,1,3,1020.0,13.0,,,193.0,301.0,13.0,1.0,,2018,3
경기,평택,오이,1,2,2018-02-19,1,4,1005.0,11.0,,,190.0,253.0,12.0,1.0,,2018,3
경기,평택,오이,1,2,2018-02-26,1,1,1465.0,15.0,,,190.0,270.0,16.0,,,2018,4
경기,평택,오이,1,2,2018-02-26,1,2,1755.0,18.0,,,220.0,320.0,20.0,,,2018,4
경기,평택,오이,1,2,2018-02-26,1,3,1310.0,16.0,,,196.0,280.0,16.0,1.0,,2018,4
경기,평택,오이,1,2,2018-02-26,1,4,1325.0,13.0,,,198.0,284.0,14.0,1.0,,2018,4
경기,평택,오이,1,2,2018-03-05,1,1,1840.0,17.0,,,196.0,289.0,19.0,1.0,,2018,5
경기,평택,오이,1,2,2018-03-05,1,2,2410.0,21.0,,,204.0,270.0,23.0,2.0,,2018,5
경기,평택,오이,1,2,2018-03-05,1,3,1630.0,18.0,,,190.0,240.0,18.0,2.0,,2018,5
경기,평택,오이,1,2,2018-03-05,1,4,1615.0,15.0,,,195.0,240.0,16.0,1.0,,2018,5
경기,평택,오이,1,2,2018-03-12,1,1,2243.0,20.0,,,200.0,264.0,22.0,1.0,,2018,6
경기,평택,오이,1,2,2018-03-12,1,2,2842.0,24.0,,,210.0,260.0,26.0,2.0,,2018,6
경기,평택,오이,1,2,2018-03-12,1,3,1940.0,21.0,,,170.0,232.0,21.0,2.0,,2018,6
경기,평택,오이,1,2,2018-03-12,1,4,1920.0,17.0,,,213.0,300.0,19.0,1.0,,2018,6
경기,평택,오이,1,2,2018-03-19,1,1,2807.0,25.0,,,213.0,293.0,26.0,2.0,,2018,7
경기,평택,오이,1,2,2018-03-19,1,2,3274.0,27.0,,,184.0,253.0,24.0,1.0,,2018,7
경기,평택,오이,1,2,2018-03-19,1,3,2310.0,24.0,,,170.0,230.0,22.0,1.0,,2018,7
경기,평택,오이,1,2,2018-03-19,1,4,2347.0,20.0,,,191.0,243.0,15.0,0.0,,2018,7
경기,평택,오이,1,2,2018-03-26,1,1,3180.0,28.0,,,215.0,314.0,20.0,1.0,,2018,8
경기,평택,오이,1,2,2018-03-26,1,2,3681.0,30.0,,,190.0,260.0,22.0,1.0,,2018,8
경기,평택,오이,1,2,2018-03-26,1,3,2572.0,27.0,,,164.0,215.0,20.0,1.0,,2018,8
경기,평택,오이,1,2,2018-03-26,1,4,2704.0,23.0,,,188.0,260.0,16.0,1.0,,2018,8
경기,평택,오이,1,2,2018-04-02,1,1,3803.0,33.0,,,215.0,313.0,24.0,2.0,,2018,9
경기,평택,오이,1,2,2018-04-02,1,2,4003.0,32.0,,,185.0,260.0,20.0,1.0,,2018,9
경기,평택,오이,1,2,2018-04-02,1,3,2975.0,30.0,,,160.0,215.0,21.0,1.0,,2018,9
경기,평택,오이,1,2,2018-04-02,1,4,3255.0,27.0,,,205.0,285.0,18.0,1.0,,2018,9
경기,평택,오이,1,2,2018-04-09,1,1,4287.0,37.0,,,220.0,321.0,25.0,2.0,,2018,10
경기,평택,오이,1,2,2018-04-09,1,2,4605.0,36.0,,,175.0,270.0,19.0,1.0,,2018,10
경기,평택,오이,1,2,2018-04-09,1,3,3327.0,33.0,,,170.0,255.0,24.0,2.0,,2018,10
경기,평택,오이,1,2,2018-04-09,1,4,3751.0,31.0,,,210.0,325.0,18.0,1.0,,2018,10
경기,평택,오이,1,2,2018-04-19,1,1,4673.0,39.0,,,228.0,300.0,16.0,2.0,,2018,11
경기,평택,오이,1,2,2018-04-19,1,2,4976.0,38.0,,,203.0,283.0,15.0,1.0,,2018,11
경기,평택,오이,1,2,2018-04-19,1,3,3644.0,35.0,,,173.0,240.0,16.0,2.0,,2018,11
경기,평택,오이,1,2,2018-04-19,1,4,4113.0,33.0,,,210.0,293.0,18.0,1.0,,2018,11
경기,평택,오이,1,2,2018-04-23,1,1,4698.0,39.0,,,232.0,320.0,15.0,,,2018,12
경기,평택,오이,1,2,2018-04-23,1,2,4986.0,38.0,,,211.0,282.0,13.0,,,2018,12
경기,평택,오이,1,2,2018-04-23,1,3,3654.0,35.0,,,173.0,233.0,15.0,,,2018,12
경기,평택,오이,1,2,2018-04-23,1,4,4145.0,33.0,,,213.0,298.0,16.0,,,2018,12
경기,평택,오이,1,2,2018-04-30,1,1,4703.0,39.0,,,232.0,320.0,2.0,,,2018,13
경기,평택,오이,1,2,2018-04-30,1,2,4986.0,38.0,,,210.0,290.0,11.0,,,2018,13
경기,평택,오이,1,2,2018-04-30,1,3,3654.0,35.0,,,180.0,248.0,12.0,,,2018,13
경기,평택,오이,1,2,2018-04-30,1,4,4145.0,33.0,,,172.0,252.0,10.0,,,2018,13
경기,평택,오이,2,2,2018-09-18,1,1,250.0,5.0,,7.6,135.0,183.0,7.0,,,2018,14
경기,평택,오이,2,2,2018-09-18,1,2,254.0,5.0,,7.2,148.0,185.0,7.0,,,2018,14
경기,평택,오이,2,2,2018-09-18,1,3,137.0,2.0,,5.6,104.0,122.0,5.0,,,2018,14
경기,평택,오이,2,2,2018-09-18,1,4,148.0,3.0,,7.2,128.0,180.0,6.0,,,2018,14
경기,평택,오이,2,2,2018-09-28,1,1,880.0,12.0,,7.01,180.0,245.0,12.0,1.0,,2018,15
경기,평택,오이,2,2,2018-09-28,1,2,906.0,11.0,,6.9,182.0,282.0,12.0,1.0,,2018,15
경기,평택,오이,2,2,2018-09-28,1,3,479.0,8.0,,6.8,143.0,205.0,9.0,,,2018,15
경기,평택,오이,2,2,2018-09-28,1,4,554.0,10.0,,3.9,152.0,217.0,10.0,,,2018,15
경기,평택,오이,2,2,2018-10-02,1,1,1148.0,14.0,,7.01,174.0,252.0,14.0,2.0,,2018,16
경기,평택,오이,2,2,2018-10-02,1,2,1246.0,13.0,,7.9,193.0,262.0,14.0,1.0,,2018,16
경기,평택,오이,2,2,2018-10-02,1,3,671.0,10.0,,6.4,146.0,207.0,11.0,3.0,,2018,16
경기,평택,오이,2,2,2018-10-02,1,4,817.0,11.0,,7.01,172.0,243.0,12.0,1.0,,2018,16
경기,평택,오이,2,2,2018-10-10,1,1,1725.0,18.0,,6.9,195.0,266.0,18.0,2.0,,2018,17
경기,평택,오이,2,2,2018-10-10,1,2,2042.0,18.0,,8.5,203.0,324.0,19.0,1.0,,2018,17
경기,평택,오이,2,2,2018-10-10,1,3,1303.0,15.0,,6.8,170.0,243.0,15.0,1.0,,2018,17
경기,평택,오이,2,2,2018-10-10,1,4,1523.0,16.0,,7.2,178.0,268.0,16.0,,,2018,17
경기,평택,오이,2,2,2018-10-18,1,1,2316.0,24.0,,7.5,166.0,210.0,24.0,1.0,,2018,18
경기,평택,오이,2,2,2018-10-18,1,2,2793.0,25.0,,8.4,214.0,286.0,26.0,1.0,,2018,18
경기,평택,오이,2,2,2018-10-18,1,3,1702.0,18.0,,7.5,156.0,212.0,18.0,1.0,,2018,18
경기,평택,오이,2,2,2018-10-18,1,4,2233.0,22.0,,8.7,203.0,262.0,22.0,2.0,,2018,18
경기,평택,오이,2,2,2018-10-25,1,1,2620.0,26.0,,7.6,142.0,175.0,26.0,1.0,,2018,19
경기,평택,오이,2,2,2018-10-25,1,2,3434.0,30.0,,7.3,212.0,275.0,31.0,1.0,,2018,19
경기,평택,오이,2,2,2018-10-25,1,3,2057.0,22.0,,6.6,151.0,202.0,22.0,3.0,,2018,19
경기,평택,오이,2,2,2018-10-25,1,4,2839.0,25.0,,7.9,192.0,261.0,25.0,2.0,,2018,19
경기,평택,오이,2,2,2018-10-30,1,1,2835.0,27.0,,7.3,134.0,176.0,27.0,1.0,,2018,20
경기,평택,오이,2,2,2018-10-30,1,2,3709.0,32.0,,8.9,228.0,280.0,32.0,1.0,,2018,20
경기,평택,오이,2,2,2018-10-30,1,3,2417.0,24.0,,5.6,147.0,183.0,24.0,1.0,,2018,20
경기,평택,오이,2,2,2018-10-30,1,4,3119.0,28.0,,8.3,180.0,231.0,28.0,1.0,,2018,20
경기,평택,오이,2,2,2018-11-06,1,1,3112.0,30.0,,8.8,124.0,157.0,18.0,2.0,,2018,21
경기,평택,오이,2,2,2018-11-06,1,2,4114.0,36.0,,8.01,195.0,250.0,25.0,2.0,,2018,21
경기,평택,오이,2,2,2018-11-06,1,3,2724.0,26.0,,6.9,149.0,193.0,17.0,1.0,,2018,21
경기,평택,오이,2,2,2018-11-06,1,4,3649.0,32.0,,8.2,176.0,240.0,27.0,3.0,,2018,21
경기,평택,오이,2,2,2018-11-13,1,1,3198.0,31.0,,5.9,120.0,142.0,16.0,1.0,,2018,22
경기,평택,오이,2,2,2018-11-13,1,2,4378.0,39.0,,7.7,164.0,196.0,23.0,2.0,,2018,22
경기,평택,오이,2,2,2018-11-13,1,3,3160.0,30.0,,7.2,156.0,213.0,17.0,1.0,,2018,22
경기,평택,오이,2,2,2018-11-13,1,4,3966.0,35.0,,7.3,143.0,200.0,30.0,1.0,,2018,22
경기,평택,오이,2,2,2018-11-20,1,1,3223.0,32.0,,5.9,123.0,162.0,18.0,1.0,,2018,23
경기,평택,오이,2,2,2018-11-20,1,2,4516.0,40.0,,7.9,142.0,165.0,24.0,2.0,,2018,23
경기,평택,오이,2,2,2018-11-20,1,3,3360.0,31.0,,6.3,152.0,210.0,18.0,1.0,,2018,23
경기,평택,오이,2,2,2018-11-20,1,4,4221.0,37.0,,7.5,105.0,143.0,26.0,1.0,,2018,23
경기,평택,오이,2,2,2018-11-27,1,1,3223.0,32.0,,5.9,120.0,160.0,18.0,,,2018,24
경기,평택,오이,2,2,2018-11-27,1,2,4549.0,41.0,,8.6,140.0,183.0,25.0,1.0,,2018,24
경기,평택,오이,2,2,2018-11-27,1,3,3465.0,33.0,,7.1,152.0,215.0,23.0,1.0,,2018,24
경기,평택,오이,2,2,2018-11-27,1,4,4299.0,38.0,,7.6,115.0,166.0,19.0,1.0,,2018,24
경기,평택,오이,2,2,2018-12-04,1,1,3227.0,32.0,,6.2,122.0,153.0,18.0,,,2018,25
경기,평택,오이,2,2,2018-12-04,1,2,4566.0,41.0,,8.6,150.0,200.0,25.0,,,2018,25
경기,평택,오이,2,2,2018-12-04,1,3,3485.0,32.0,,7.1,154.0,216.0,19.0,2.0,,2018,25
경기,평택,오이,2,2,2018-12-04,1,4,4306.0,38.0,,7.6,120.0,152.0,18.0,2.0,,2018,25
경기,평택,오이,2,2,2018-12-12,1,1,3207.0,31.0,,5.3,120.0,161.0,10.0,,,2018,26
경기,평택,오이,2,2,2018-12-12,1,2,4566.0,41.0,,8.2,145.0,174.0,17.0,,,2018,26
경기,평택,오이,2,2,2018-12-12,1,3,3490.0,32.0,,7.1,142.0,197.0,14.0,,,2018,26
경기,평택,오이,2,2,2018-12-12,1,4,4311.0,38.0,,7.6,115.0,162.0,18.0,,,2018,26
경기,평택,오이,1,4,2018-02-06,1,1,685.0,10.0,,6.8,165.0,230.0,10.0,,,2018,1
경기,평택,오이,1,4,2018-02-06,1,2,735.0,11.0,,7.5,150.0,230.0,11.0,,,2018,1
경기,평택,오이,1,4,2018-02-06,1,3,625.0,10.0,,6.8,150.0,220.0,10.0,,,2018,1
경기,평택,오이,1,4,2018-02-06,1,4,665.0,10.0,,6.8,160.0,250.0,10.0,,,2018,1
경기,평택,오이,1,4,2018-02-13,1,1,990.0,13.0,,7.3,210.0,300.0,13.0,1.0,,2018,2
경기,평택,오이,1,4,2018-02-13,1,2,1010.0,13.0,,7.8,190.0,275.0,13.0,1.0,,2018,2
경기,평택,오이,1,4,2018-02-13,1,3,893.0,13.0,,7.3,180.0,260.0,13.0,2.0,,2018,2
